class_id,class_name,mAP50,mAP50-95
0,sheep,0.9056565993161109,0.47158969070480905
1,cattle,0.8586384159235092,0.5377197917337002
2,seal,0.9058794183853108,0.5491193764726849
3,camelus,0.674282683732875,0.32603351748944503
4,kiang,0.7029103947492161,0.3198348186566546
5,zebra,0.80906050756349,0.42786128054692185
6,crocodile,0.5424882756132757,0.3145317731281065
7,elephant,0.5470934877327068,0.1475345204703302
8,deer,0.4405843166206314,0.27234298827692427
9,horse,0.9815217391304346,0.5919238613700054

GLOBAL,all,0.736811583876756,0.39584916188495817
