class_id,class_name,mAP50,mAP50-95
0,sheep,0.931477522893271,0.5211927496514291
1,cattle,0.8835598279893524,0.5681608146051135
2,seal,0.9349411963600408,0.6005545254952036
3,camelus,0.7026669863688879,0.34415584726012416
4,kiang,0.7679556804996472,0.3344691671951675
5,zebra,0.753992132340285,0.3986750849077123
6,crocodile,0.5763492063492065,0.2786883808967187
7,elephant,0.47347881830638383,0.12789536986284727
8,deer,0.542787681434294,0.2829531771670224
9,horse,0.9225834899749373,0.5723650590435752

GLOBAL,all,0.7489792542516306,0.40291101760849146
