class_id,class_name,mAP50,mAP50-95
0,sheep,0.9408717362607065,0.5322877835161159
1,cattle,0.9036288504413581,0.5584157336931195
2,seal,0.95693890599512,0.61887368669897
3,camelus,0.7099152487602008,0.33190795525342676
4,kiang,0.8194541165710464,0.36783560619304034
5,zebra,0.7680441556239088,0.40419271625494424
6,crocodile,0.34208542671105274,0.1519686586462633
7,elephant,0.529675566862978,0.14443091891415705
8,deer,0.4082176898750807,0.20586620630918687
9,horse,0.9208336929659547,0.475934560765711

GLOBAL,all,0.7299665390067408,0.3791713826244935
