class_id,class_name,mAP50,mAP50-95
0,sheep,0.9510006274208612,0.5737326441440249
1,cattle,0.9595298255123589,0.6264753045016087
2,seal,0.9809389094047407,0.6884626931864297
3,camelus,0.8166760676683035,0.4294264870119745
4,kiang,0.8244383098048084,0.4167089145521611
5,zebra,0.8417097214757929,0.4780172867893252
6,crocodile,0.428208614564221,0.2761509506130845
7,elephant,0.31266416208122416,0.10065119183550693
8,deer,0.06656558018684469,0.020432260744880987
9,horse,0.731756843611413,0.35979393109545105

GLOBAL,all,0.6913488661730568,0.39698516644744464
