class_id,class_name,mAP50,mAP50-95
0,sheep,0.9500641251108214,0.5712905535557015
1,cattle,0.9634014514070259,0.6292173444885921
2,seal,0.9842598963662076,0.6931807715240917
3,camelus,0.8064723086322112,0.42240542101632056
4,kiang,0.8094095774770446,0.41201812274300964
5,zebra,0.8320523059038988,0.4741857264560779
6,crocodile,0.44042852871291127,0.20825975880758132
7,elephant,0.35374144484361414,0.11107783239447062
8,deer,0.07438701256406197,0.017219373984483886
9,horse,0.7487943153256391,0.3305642876736972

GLOBAL,all,0.6963010966343436,0.3869419192644027
