class_id,class_name,mAP50,mAP50-95
0,sheep,0.9084721659017511,0.48185788322229445
1,cattle,0.8678181128664438,0.5416651047693936
2,seal,0.8930758644531973,0.5600272316942919
3,camelus,0.6781712020732762,0.3212961233567115
4,kiang,0.7164239661033871,0.32088745429185894
5,zebra,0.7485104040454551,0.3641094480796111
6,crocodile,0.7659186424242422,0.3956677974283701
7,elephant,0.44490102133938736,0.1215245844801632
8,deer,0.32992512077294683,0.20553912212282138
9,horse,0.9610526315789474,0.4748346293872747

GLOBAL,all,0.7314269131559035,0.37874093788327906
