class_id,class_name,mAP50,mAP50-95
0,sheep,0.9143332771588789,0.48635149176214937
1,cattle,0.8862904848994297,0.5477782140350416
2,seal,0.919645920219155,0.5776667429400713
3,camelus,0.6286775940415935,0.2850352463690347
4,kiang,0.7045988263640762,0.30587288171100313
5,zebra,0.6911863695788695,0.3349086074634334
6,crocodile,0.7063715751113511,0.1598955732407733
7,elephant,0.43670212125047614,0.11354557427684842
8,deer,0.31226510153333725,0.17190755164106672
9,horse,0.9701470588235294,0.46978765188963945

GLOBAL,all,0.7170218328980696,0.34527495353290616
