class_id,class_name,mAP50,mAP50-95
0,sheep,0.949551420681041,0.5640894455585418
1,cattle,0.9405776866662731,0.5900047202293371
2,seal,0.9623933022749352,0.6280331598851266
3,camelus,0.7628085726979222,0.3477054408147958
4,kiang,0.70827954124745,0.3127462426049846
5,zebra,0.6699983174020931,0.3492671071749077
6,crocodile,0.0130123045492454,0.003490084465250942
7,elephant,0.2404087771970534,0.06188575558747528
8,deer,0.0,0.0
9,horse,0.007198168165769928,0.0023672367786809973

GLOBAL,all,0.5254228090881783,0.28595891930991013
