class_id,class_name,mAP50,mAP50-95
0,sheep,0.9098095605955254,0.47255281534105525
1,cattle,0.8677923736623127,0.5466573060413724
2,seal,0.8827234175245094,0.5367432217319517
3,camelus,0.6587675789514675,0.3147657638741563
4,kiang,0.685581864967844,0.3144427830330564
5,zebra,0.7916505378050233,0.41928192146112464
6,crocodile,0.971,0.39094688584331067
7,elephant,0.5177502364478944,0.14720458373675377
8,deer,0.42910587961133567,0.24146384393504502
9,horse,0.995,0.5886135560560755

GLOBAL,all,0.7709181449565913,0.39726726810539015
