class_id,class_name,mAP50,mAP50-95
0,sheep,0.8648456113176448,0.46817055358441834
1,cattle,0.8843635452894721,0.5414935072066291
2,seal,0.9459712728017247,0.6003582965220607
3,camelus,0.7485397797335511,0.3327059978200991
4,kiang,0.7144275168817643,0.3023638138362862
5,zebra,0.599438472102043,0.2840248627222614
6,crocodile,0.044454458494968964,0.01679632428507272
7,elephant,0.22425373653790062,0.06591319380420084
8,deer,0.0002016051515103142,8.064206060412567e-05
9,horse,0.05099002885857642,0.024502912339962372

GLOBAL,all,0.5077486027169156,0.2636410104181595
