class_id,class_name,mAP50,mAP50-95
0,sheep,0.9209634940961181,0.49198189097498046
1,cattle,0.9141022314621783,0.5850151851820778
2,seal,0.9194906499670693,0.5805503335042995
3,camelus,0.6870679028842561,0.34568202899730227
4,kiang,0.7516681237677411,0.34570761434076347
5,zebra,0.7732160716555829,0.42867575214814363
6,crocodile,0.9061111111111111,0.3445336405137218
7,elephant,0.5569543763165477,0.15426250396274815
8,deer,0.6639580621518615,0.2851780399547681
9,horse,0.9496022727272727,0.6348421315770743

GLOBAL,all,0.8043134296139739,0.41964291211558796
