class_id,class_name,mAP50,mAP50-95
0,sheep,0.9219176188945313,0.4993612174998937
1,cattle,0.9033849805194438,0.5795270239277222
2,seal,0.920961665975224,0.5755375458559091
3,camelus,0.6806653313308174,0.333954838833505
4,kiang,0.729465745919005,0.33298058384093915
5,zebra,0.7772006048435753,0.41678878796081475
6,crocodile,0.8388333333333333,0.2989804923876425
7,elephant,0.5595015792055364,0.15433536057132274
8,deer,0.599430972483233,0.27027309432225166
9,horse,0.936986150890761,0.6245045480434013

GLOBAL,all,0.7868347983395462,0.4086243493243402
