class_id,class_name,mAP50,mAP50-95
0,sheep,0.9484226741483004,0.5487114110773936
1,cattle,0.9482701990639498,0.5887175175597879
2,seal,0.9484944807561486,0.6349932815905495
3,camelus,0.7932837241734683,0.38063678819843116
4,kiang,0.8225445084588181,0.3633183646083201
5,zebra,0.7590077170045102,0.3656806399181375
6,crocodile,0.6068496732026143,0.19511219493267276
7,elephant,0.49597199152833615,0.13328332499412587
8,deer,0.29744567106987696,0.11643750474800965
9,horse,0.8989313376801618,0.3996209072934795

GLOBAL,all,0.7519221977086185,0.37265119349209075
