class_id,class_name,mAP50,mAP50-95
0,sheep,0.9013747539381789,0.47264353057013714
1,cattle,0.8602730376902242,0.5311702255694766
2,seal,0.8971683127459379,0.553811516207488
3,camelus,0.6822485732747577,0.3273529996836924
4,kiang,0.7083033666038132,0.32388696394341243
5,zebra,0.7694428854370989,0.4012643517305213
6,crocodile,0.9435714285714284,0.507233994005994
7,elephant,0.5593175905866806,0.151059562272668
8,deer,0.4842708134087269,0.244145831966877
9,horse,0.995,0.5781217426364484

GLOBAL,all,0.7800970762256847,0.4090690718586715
