class_id,class_name,mAP50,mAP50-95
0,sheep,0.9493886513714467,0.5563043166648279
1,cattle,0.9436575666834333,0.6068905674137322
2,seal,0.7330416059510868,0.4777593415179447
3,camelus,0.7458176708733114,0.3707180327701493
4,kiang,0.6401565180489506,0.290990793902401
5,zebra,0.609310598048992,0.3497076250327163
6,crocodile,0.001161259506445844,0.0003534387528100417
7,elephant,0.002343056375643305,0.0006946125210858776
8,deer,0.0,0.0
9,horse,0.00035658617973802025,0.00013753383707984935

GLOBAL,all,0.46252335130390476,0.26535562624127473
