class_id,class_name,mAP50,mAP50-95
0,sheep,0.9507669686087575,0.5872460662913437
1,cattle,0.9619393131589816,0.638781154036479
2,seal,0.9834742656245036,0.7001566072472579
3,camelus,0.7749962224368914,0.4077793484946451
4,kiang,0.743462103153479,0.36921841710502135
5,zebra,0.8542528325934492,0.4793513981709885
6,crocodile,0.38124773296878556,0.2056888992602389
7,elephant,0.28076738349413793,0.08392020145078678
8,deer,0.00495256907590639,0.001951719872451689
9,horse,0.6511701552178832,0.33512668551110725

GLOBAL,all,0.6587029546332775,0.38092204974403204
