class_id,class_name,mAP50,mAP50-95
0,sheep,0.948955122388097,0.5593572727050946
1,cattle,0.9652394484786813,0.6463930553336439
2,seal,0.9728158169445364,0.6477142311385642
3,camelus,0.7816486394329267,0.39458624959232935
4,kiang,0.7631808877125267,0.3705006577543856
5,zebra,0.7677306417223236,0.4169625150047591
6,crocodile,0.019819133638963597,0.009885687495662432
7,elephant,0.024663256683920255,0.006574246284757139
8,deer,0.0,0.0
9,horse,0.0033295017752402924,0.0016610153784972208

GLOBAL,all,0.5247382448777216,0.3053634930687693
