class_id,class_name,mAP50,mAP50-95
0,sheep,0.9364253207863742,0.5217247722668052
1,cattle,0.8619048537795455,0.5285419469922006
2,seal,0.9526798414830182,0.6165438427060077
3,camelus,0.7139439805163269,0.3227482204654292
4,kiang,0.7919315054329932,0.36283810321780197
5,zebra,0.7994070949232597,0.41551369331614635
6,crocodile,0.48812349617595513,0.19477010307725057
7,elephant,0.46059272510952964,0.12294816199614025
8,deer,0.4097859857504365,0.2057297306424309
9,horse,0.9341354515050168,0.5456550426817017

GLOBAL,all,0.7348930255462455,0.38370136173619146
