class_id,class_name,mAP50,mAP50-95
0,sheep,0.914279548736868,0.5042039186219545
1,cattle,0.8786844129451133,0.5133458629590619
2,seal,0.936483078661799,0.5886958899319248
3,camelus,0.665257712470076,0.2898742509107095
4,kiang,0.7145206709216244,0.30827143868170287
5,zebra,0.6200176823883957,0.29656350185923647
6,crocodile,0.3768170923998738,0.19713390560285923
7,elephant,0.5307064114340295,0.15300099620426094
8,deer,0.28329261648062004,0.18054899491507426
9,horse,0.9864285714285714,0.5194276376510115

GLOBAL,all,0.6906487797866971,0.3551066397337797
