class_id,class_name,mAP50,mAP50-95
0,sheep,0.9209485654257568,0.4972594436823499
1,cattle,0.9234380082018522,0.5988104190669691
2,seal,0.9148332302836366,0.5826040553807106
3,camelus,0.6966409930017838,0.3406762347362959
4,kiang,0.7548516968225865,0.3514587208404868
5,zebra,0.7780445875248876,0.39931559664972
6,crocodile,0.8548383838383837,0.2817864705654499
7,elephant,0.5533485202810134,0.15207549451763275
8,deer,0.6461095555555555,0.34869131216931215
9,horse,0.9383212634822804,0.6317307657039514

GLOBAL,all,0.7981374804417737,0.41844085133128783
