class_id,class_name,mAP50,mAP50-95
0,sheep,0.9511406772247978,0.5739091553141713
1,cattle,0.9506852147663447,0.6069167708400113
2,seal,0.697507816440323,0.4234398979272312
3,camelus,0.7945897179455826,0.3991777867082899
4,kiang,0.7333276545390413,0.34892715115170414
5,zebra,0.4392693396602043,0.2513920471008634
6,crocodile,0.014356236470719584,0.004666608855084873
7,elephant,0.002863925872044244,0.0008293158968811752
8,deer,0.0,0.0
9,horse,0.0,0.0

GLOBAL,all,0.45837405829190575,0.26092587337942375
