class_id,class_name,mAP50,mAP50-95
0,sheep,0.9467002465516182,0.554613328871225
1,cattle,0.9493031749494065,0.5995330541030143
2,seal,0.9562364678381857,0.6405141997208244
3,camelus,0.7894782786862184,0.37871505376668485
4,kiang,0.7951815281154508,0.3496661919074636
5,zebra,0.8368137293554874,0.43185166600734026
6,crocodile,0.38874512425764635,0.11930473127037682
7,elephant,0.4951407799662487,0.1344477512690518
8,deer,0.282860831766021,0.11492274416161985
9,horse,0.9083202495771302,0.38288673063231704

GLOBAL,all,0.7348780411063414,0.3706455451709918
