class_id,class_name,mAP50,mAP50-95
0,sheep,0.9396685167312915,0.5292880198708827
1,cattle,0.9362322474454019,0.6172192140728845
2,seal,0.9700587851759387,0.6458712944136769
3,camelus,0.7779488698127721,0.38808231656831144
4,kiang,0.8400122437070907,0.38009213518617685
5,zebra,0.8551239040271519,0.4766966121572021
6,crocodile,0.7963333333333333,0.37019611544011544
7,elephant,0.5616612962837679,0.1555932207609711
8,deer,0.39693283694538417,0.20784427722403215
9,horse,0.9196817496229261,0.5619790834836682

GLOBAL,all,0.7993653783085058,0.4332862289177921
